id,nome científico,family,fbLink,category,criteria,assessmentYear,reassessment
12534,Passiflora hypoglauca Harms,Passifloraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12534,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,true
12535,Passiflora imbeana Sacco,Passifloraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12535,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,true
12536,Passiflora ischnoclada Harms,Passifloraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12536,CR,"B2ab(ii,iii,iv)",2012,false
12561,Passiflora setulosa Killip,Passifloraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12561,EN,"B2ab(ii,iii,iv)",2012,false
12571,Passiflora urubiciensis Cervi,Passifloraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12571,EN,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",2012,false
12576,Ternstroemia cuneifolia Gardner,Pentaphylacaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12576,EN,B2ab(iii),2020,true
12594,Picramnia coccinea W.W.Thomas,Picramniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12594,EN,B1ab(iii)+2ab(iii),2012,false
12596,Picramnia excelsa Kuhlm. ex Pirani,Picramniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12596,VU,"B2ab(ii,iii,iv)",2018,false
12599,Picramnia grandifolia Engl.,Picramniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12599,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
12637,Peperomia cordigera Dahlst.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12637,VU,D2,2012,false
12656,Peperomia gracilis Dahlst.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12656,EN,"B1ab(iii,iv)",2012,false
12657,Peperomia guarujana C.DC.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12657,CR,"B1ab(iii,iv)",2012,false
12658,Peperomia hemmendorffii Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12658,EN,"B1ab(iii,iv)",2012,false
12666,Peperomia itatiaiana Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12666,EN,"B1ab(iii,iv)",2012,false
12667,Peperomia loefgrenii Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12667,EN,"A2c;B1ab(iii,iv)",2012,false
12696,Peperomia pubipeduncula Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12696,CR,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
12705,Peperomia rostulatiformis Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12705,EN,"B2ab(iii,iv,v)",2012,false
12708,Peperomia rufispica Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12708,CR,A2bc,2012,false
12744,Piper amparoense Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12744,EN,"B1ab(i,iii)",2012,false
12747,Piper anostachyum Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12747,EN,"B1ab(i,iii)",2012,false
12751,Piper bennettianum C.DC.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12751,VU,D2,2012,false
12758,Piper casteloense Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12758,EN,"B1ab(i,iii)",2012,false
12773,Piper edwallii Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12773,EN,"B1ab(i,ii,iii)",2012,false
12784,Piper halesiifolium Kunth,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12784,CR,"B2ab(ii,iii,iv)",2017,false
12785,Piper hatschbachii Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12785,CR,"B1ab(iii,iv)+2ab(iii,iv)",2012,false
12791,Piper hoehnei Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12791,EN,"B1ab(iii,iv)",2012,false
12796,Piper juliflorum Nees & Mart.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12796,EN,"B1ab(iii,iv)",2012,false
12799,Piper kuhlmannii Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12799,VU,D2,2012,false
12800,Piper laevicarpum Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12800,EN,B1ab(iii),2012,false
12806,Piper loefgrenii Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12806,VU,"B1ab(iii,iv)",2012,false
12817,Piper morisonianum C.DC.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12817,CR,"B2ab(ii,iii,iv)",2017,false
12822,Piper niteroiense Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12822,CR,"B2ab(ii,iii,iv)",2017,false
12823,Piper oblancifolium Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12823,EN,"B1ab(iii,iv)+2ab(iii,iv)",2012,false
12829,Piper piritubanum Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12829,EN,"B1ab(iii,iv)",2012,false
12839,Piper rioense Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12839,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,true
12844,Piper sampaioi Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12844,CR,"B1ab(iii,iv)",2012,false
12845,Piper scabrellum Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12845,EN,"B1ab(iii,iv,v)+2ab(iii,iv,v)",2012,false
12857,Piper translucens Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12857,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
12858,Piper trigonodrupum Yunck.,Piperaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12858,EN,"B2ab(ii,iii,v)",2017,false
12896,Ildefonsia bibracteata Gardner,Plantaginaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12896,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,true
12928,Stemodia hyptoides Cham. & Schltdl.,Plantaginaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12928,VU,D2,2012,false
12949,Agrostis lenis Roseng. et al.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12949,VU,B2ab(iii),2012,false
12950,Agrostis longiberbis Hack. ex L.B.Sm.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12950,EN,B2ab(iii),2012,false
12973,Anomochloa marantoidea Brongn.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12973,EN,A2c;C1,2012,false
12986,Apoclada simplex McClure & L.B.Sm.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12986,EN,A2c;B2ab(iii),2012,false
12991,Aristida brasiliensis Longhi-Wagner,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB12991,EN,B2ab(iii),2012,false
13040,Axonopus fastigiatus (Nees ex Trin.) Kuhlm.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13040,VU,B2ab(iii),2012,false
13044,Axonopus monticola G.A. Black,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13044,EN,B2ab(iii),2012,false
13055,Axonopus uninodis (Hack.) G.A. Black,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13055,CR,A2c,2012,false
13057,Bothriochloa laguroides (DC.) Herter,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13057,VU,B2ab(iii),2012,false
13089,Chusquea attenuata (Döll) L.G. Clark,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13089,EN,A2c,2012,false
13090,Chusquea baculifera Silveira,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13090,CR,A2c,2012,false
13097,Chusquea erecta L.G.Clark,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13097,EN,B1ab(iii),2012,false
13100,Chusquea heterophylla Nees,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13100,EN,A2c,2012,false
13112,Chusquea pulchella L.G.Clark,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13112,EN,A2c,2012,false
13118,Chusquea tenuiglumis Döll,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13118,CR,A2c,2012,false
13133,Colanthelia macrostachya (Nees) McClure,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13133,EN,A2c,2012,false
13152,Danthonia cirrata Hack. & Arechav.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13152,EN,A2c,2012,false
13156,Diandrolyra tatianae Soderstr. & Zuloaga,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13156,EN,B2ab(iii),2012,false
13161,Dichanthelium cucaense (Zuloaga & Morrone) Zuloaga,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13161,EN,"B2ab(i,ii)",2017,false
13301,Leersia ligularis Trin.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13301,VU,A2c,2012,false
13306,Lithachne horizontalis Chase,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13306,EN,B2ab(iii),2012,false
13311,Luziola brasiliensis (Trin.) Pilg.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13311,VU,B2ab(iii),2012,false
13314,Melica arzivencoi Valls & Barcellos,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13314,EN,B2ab(iii),2012,false
13317,Merostachys abadiana Send.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13317,CR,A2c,2012,false
13324,Merostachys burmanii Send.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13324,EN,A2c,2012,false
13326,Merostachys caucaiana Send.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13326,CR,A2c;B2ab(iii),2012,false
13348,Merostachys scandens Send.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13348,CR,A2c;B1ab(iii),2012,false
13369,Olyra latispicula Soderstr. & Zuloaga,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13369,CR,B2ab(iii),2012,false
13525,Piptochaetium alpinum L.B.Sm.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13525,EN,B2ab(iii),2012,false
13537,Poa bradei Pilg.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13537,EN,B2ab(iii),2012,false
13544,Raddia angustifolia Soderstr. & Zuloaga,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13544,CR,A2c,2012,false
13546,Raddia distichophylla (Schrad. ex Nees) Chase,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13546,EN,B2ab(iii),2012,false
13555,Reitzia smithii Swallen,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13555,VU,D2,2012,false
13578,Schizachyrium scabriflorum (Rupr. ex Hack.) A.Camus,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13578,EN,A2c;B2ab(iii),2012,false
13616,Sporobolus hians van Schaack,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13616,CR,"B2ab(i,ii,iii)",2014,false
13650,Sucrea maculata Soderstr.,Poaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13650,EN,B2ab(iii),2012,false
13684,Podostemum ovatum C.T.Philbrick & Novelo,Podostemaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13684,EN,"B2ab(ii,iii,iv)",2012,false
13685,Podostemum rutifolium Warm.,Podostemaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13685,VU,D2,2012,false
13686,Podostemum saldanhanum (Warm.) C.T.Philbrick & Novelo,Podostemaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13686,EN,"B2ab(ii,iii)",2017,true
13700,Coccoloba fastigiata Meisn.,Polygonaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13700,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2020,false
13712,Coccoloba rigida Meisn.,Polygonaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13712,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
13759,Portulaca hatschbachii D.Legrand,Portulacaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13759,EN,"B2ab(i,ii,iii)",2012,false
13780,Euplassa cantareirae Sleumer,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13780,EN,"A2cd;B2ab(i,ii,iii,v)",2019,true
13781,Euplassa hoehnei Sleumer,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13781,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2018,false
13786,Euplassa nebularis Rambo & Sleumer,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13786,EN,"B2ab(i,ii,iii)",2019,true
13788,Euplassa rufa (Loes.) Sleumer,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13788,VU,D2,2020,false
13789,Euplassa semicostata Plana,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13789,EN,"B2ab(i,ii,iii,iv)",2019,true
13791,Panopsis multiflora (Schott ex Spreng.) Ducke,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13791,EN,B2ab(iii),2019,true
13794,Roupala asplenioides Sleumer,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13794,EN,B2ab(iii),2019,true
13797,Roupala gracilis Meisn.,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13797,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
13798,Roupala longepetiolata Pohl,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13798,VU,"B2ab(ii,iii)",2020,false
13800,Roupala pallida K.Schum.,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13800,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2020,false
13803,Roupala sculpta Sleumer,Proteaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13803,EN,B2ab(iii),2019,true
13841,Bathysa sylvestrae Germano-Filho & M.Gomes,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13841,EN,B1ab(iii)+2ab(iii),2022,true
13843,Bradea anomala Brade,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13843,EN,"B2ab(i,ii,iii,iv);C2a(i)",2017,true
13844,Bradea bicornuta Brade,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13844,CR,"A2abc;B2ab(i,ii,iii,iv);C2a(i);D",2017,true
13845,Bradea brasiliensis Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13845,EN,"B2ab(ii,iii,iv);C2a(i)",2016,false
13847,Bradea montana Brade,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13847,CR,"A2abc;B2ab(i,ii,iii,iv)c(i,ii,iii,iv);C2a(i,ii);D",2017,true
13849,Calycophyllum papillosum J.H.Kirkbr.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13849,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2019,false
13851,Carapichea ipecacuanha (Brot.) L. Andersson,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13851,VU,A4cd,2012,true
13864,Chomelia estrellana Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13864,EN,B1ab(iii)+2ab(iii),2019,false
13894,Coussarea accedens Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13894,VU,"B1ab(i,iii)",2019,false
13895,Coussarea bocainae M.Gomes,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13895,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",2020,true
13897,Coussarea coffeoides Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13897,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2022,true
13905,Coussarea megistophylla Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13905,EN,"B1ab(i,iii)+2ab(ii,iii)",2019,false
13909,Coussarea strigosipes Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13909,VU,"B2ab(i,iii)",2023,true
13913,Coussarea viridis Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13913,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
13945,Faramea atlantica J.G.Jardim & Zappi,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13945,VU,"B2ab(ii,iii)",2018,false
13948,Faramea bicolor J.G.Jardim & Zappi,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13948,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2020,false
13950,Faramea brachyloba Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13950,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
13951,Faramea calyciflora A.Rich. ex DC.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13951,CR,"B1ab(i,ii,iii,iv)",2017,false
13953,Faramea campanularis Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13953,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2022,true
13960,Faramea filamentosa Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13960,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
13964,Faramea includens Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13964,VU,D2,2017,false
13965,Faramea intercedens Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13965,CR,"B2ab(ii,iii,iv)",2017,false
13968,Faramea leucocalyx Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13968,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
13983,Faramea paratiensis M.Gomes,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13983,EN,B1ab(iii)+2ab(iii),2021,true
13994,Faramea tinguana Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB13994,CR,"B2ab(ii,iii,iv)",2017,false
14005,Galianthe elegans E.L.Cabral,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14005,VU,D2,2012,false
14015,Galianthe polygonoides E.L.Cabral & Bacigalupo,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14015,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
