id,nome científico,family,fbLink,category,criteria,assessmentYear,reassessment
140021,"Pleroma cleistoflorum (Ule) P.J.F. Guim., Oliveira da Silva & Michelang.",Melastomataceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB140021,CR,"B1ab(i,ii,iii)",2017,false
140090,Comanthera pignalii Echtern.,Eriocaulaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB140090,CR,"B2ab(i,ii,iii,iv)",2016,false
581776,Handroanthus grandiflorus Espirito-Santo & M.M. Silva,Bignoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581776,CR,"B1ab(i,iii)+2ab(ii,iii);D",2018,false
581801,Erythroxylum sobraleanum Loiola & L.S.Cordeiro,Erythroxylaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581801,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2020,false
581807,Hiraea restingae C.E.Anderson,Malpighiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581807,EN,"B2ab(i,ii,iii,iv)",2015,false
581837,Pradosia restingae Terra-Araujo,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581837,EN,"B2ab(ii,iii)",2021,false
581861,Philodendron luisae Calazans,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581861,CR,"B2ab(ii,iii,v)",2017,false
581910,"Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima",Fabaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581910,CR,B1ab(iii)+2ab(iii),2019,false
581937,Miconia valentinensis Bacci & R.Goldenb.,Melastomataceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581937,CR,"B2b(ii,iii,iv)",2018,false
581938,Miconia laevigata (L.) D.Don,Melastomataceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581938,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2020,false
581989,Myrceugenia bananalensis Gomes-Bezerra & Landrum,Myrtaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB581989,CR,"B1ab(i,ii,iii,iv,v)",2020,false
